year,origin_id,dest_id,product_name,id,hs92,export_val,export_val_growth_pct,export_val_growth_pct_5,export_val_growth_val,export_val_growth_val_5,world_total_export_val,origin_total_export_val,import_val,import_val_growth_pct,import_val_growth_val,import_val_growth_pct_5,import_val_growth_val_5,world_total_import_val,origin_name,dest_name,trade_exchange_val,pci,pci_rank,pci_rank_delta,rca,top_importer_code,top_importer,top_exporter_code,top_exporter,group_name,group_id,color,icon
2015,chl,chn,Mixed Mineral or Chemical Fertilizers,063105,3105,3804116.86,NA,0.91,NA,3654313.86,23490065975.1,169680213.31,27675420.48,0.323,6752764.4,0.378,22100806.98,23490065975.1,Chile,China,31479537.34,-0.831,962,25,1.571,ind,India,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Synthetic Tanning Extracts,063202,3202,NA,NA,NA,NA,NA,715938343.46,NA,8111,0.291,1827.18,-0.238,-23370.2,715938343.46,Chile,China,NA,-0.335,781,-26,NA,chn,China,ita,Italy,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Vegetable or Animal Dyes,063203,3203,429011.19,0.585,0.366,158380.77,338752.02,1248807841.59,2418227.2,18842325.56,0.244,3693351.56,3.185,18827643.14,1248807841.59,Chile,China,19271336.75,-0.296,767,-83,0.421,usa,United States,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Synthetic Coloring Matter,063204,3204,NA,NA,NA,NA,NA,12806122422.5,1930902.27,19481093.13,0.136,2326319.93,0.103,7559493.07,12806122422.5,Chile,China,NA,0.679,339,113,0.033,usa,United States,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Other Coloring Matter,063206,3206,4e4,7.126,0.573,35077.74,35842.84,11406021578.1,5520398.54,10081376.6,-0.074,-808557.55,0.171,5499020.02,11406021578.1,Chile,China,10121376.6,0.804,282,-41,0.105,deu,Germany,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Prepared Pigments,063207,3207,NA,NA,NA,NA,NA,3944628817.86,125727.47,48650.09,-0.036,-1836.07,0.079,15378.99,3944628817.86,Chile,China,NA,0.852,263,-5,0.007,chn,China,esp,Spain,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Nonaqueous Paints,063208,3208,NA,NA,NA,NA,NA,12494813769.7,3161156.07,1374402.77,-0.078,-115858.53,0.271,960273.83,12494813769.7,Chile,China,NA,0.438,452,1,0.055,chn,China,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Aqueous Paints,063209,3209,NA,NA,NA,NA,NA,5585310115.64,1749816.3,95597.37,-0.247,-31424.51,0.162,50427.52,5585310115.64,Chile,China,NA,0.131,591,-64,0.068,can,Canada,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Other Paints,063210,3210,NA,NA,NA,NA,NA,899503812.44,112568.53,4812.35,-0.968,-146125.92,-0.16,-6682.32,899503812.44,Chile,China,NA,0.106,610,-46,0.027,chn,China,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Prepared Paint Driers,063211,3211,NA,NA,NA,NA,NA,215626146.68,19205,8493.1,-0.247,-2790.64,NA,NA,215626146.68,Chile,China,NA,0.05,640,133,0.019,deu,Germany,blx,Belgium-Luxembourg,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Nonaqueous Pigments,063212,3212,NA,NA,NA,NA,NA,2186105211.3,389968.94,641224.06,0.696,263170.76,0.006,17931.59,2186105211.3,Chile,China,NA,0.697,330,-46,0.039,deu,Germany,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Artistry Paints,063213,3213,NA,NA,NA,NA,NA,574660035.85,144393.21,1398486.37,-0.257,-484304.11,0.175,773727.49,574660035.85,Chile,China,NA,0.183,570,-162,0.055,usa,United States,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Glaziers Putty,063214,3214,NA,NA,NA,NA,NA,7313188869.19,6772165.19,1889091.86,-0.287,-760003.37,0.512,1649968.11,7313188869.19,Chile,China,NA,0.609,378,-46,0.201,deu,Germany,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Ink,063215,3215,NA,NA,NA,NA,NA,13302092596.7,1227068.14,3242936.18,0.05,153745.62,-0.065,-1302618.46,13302092596.7,Chile,China,NA,1.182,136,-105,0.02,deu,Germany,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Essential Oils,063301,3301,1170,NA,-0.378,NA,-11365,4710146016.79,2912875.8,311311.52,1.639,193346.58,0.552,276771.99,4710146016.79,Chile,China,312481.52,-1.259,1069,-6,0.135,usa,United States,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Scented Mixtures,063302,3302,18462.3,-0.715,0.115,-46287.7,7734.3,21676918328.4,28980522.93,119502.94,0.236,22815.86,0.068,33437.64,21676918328.4,Chile,China,137965.24,0.086,621,-106,0.291,usa,United States,irl,Ireland,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Perfumes,063303,3303,NA,NA,NA,NA,NA,14832113899,3179936.01,2256200.29,0.5,751869.99,0.15,1135099.92,14832113899,Chile,China,NA,0.152,584,9,0.047,deu,Germany,fra,France,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Beauty Products,063304,3304,13696,0.492,-0.249,4515.57,-43750,36639670582.5,30728530.17,13669973.12,-0.002,-24522.21,0.121,5961945.86,36639670582.5,Chile,China,13683669.12,0.411,464,-48,0.182,usa,United States,fra,France,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Hair Products,063305,3305,NA,NA,NA,NA,NA,12583163981.4,9654479.71,1484748.64,0.2,247583.32,0.618,1350811.54,12583163981.4,Chile,China,NA,0.077,625,-38,0.167,usa,United States,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Dental Products,063306,3306,NA,NA,NA,NA,NA,4997420194.51,378803.89,6182667.71,-0.571,-8217674.36,0.263,4256188.97,4997420194.51,Chile,China,NA,0.084,622,43,0.016,usa,United States,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Shaving Products,063307,3307,NA,NA,NA,NA,NA,11040471281.3,6475158.85,15435044.56,0.325,3789958.61,0.405,12614819.36,11040471281.3,Chile,China,NA,0.255,533,-103,0.128,usa,United States,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Soap,063401,3401,NA,NA,NA,NA,NA,6151098057.93,1423649.74,2434476.97,0.709,1009765.38,0.29,1752211.61,6151098057.93,Chile,China,NA,-1.202,1055,-3,0.05,usa,United States,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Cleaning Products,063402,3402,NA,NA,NA,NA,NA,29976724753.6,5911906.19,14926978.08,0.117,1563032.41,0.304,10964875.33,29976724753.6,Chile,China,NA,0.142,588,4,0.043,deu,Germany,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Lubricating Products,063403,3403,NA,NA,NA,NA,NA,8675914183.22,1002807.75,358674.44,0.999,179237.66,0.462,305031.65,8675914183.22,Chile,China,NA,1.253,119,-53,0.025,chn,China,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Waxes,063404,3404,NA,NA,NA,NA,NA,2601119879.35,496010.18,109995.68,0.747,47030.21,0.291,79344.9,2601119879.35,Chile,China,NA,0.914,234,133,0.041,chn,China,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Polishes and Creams,063405,3405,NA,NA,NA,NA,NA,2058310127.97,2602518.08,1053751.72,0.022,22811.1,0.551,936422.43,2058310127.97,Chile,China,NA,0.116,601,-45,0.275,chn,China,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Candles,063406,3406,NA,NA,NA,NA,NA,2785861677.29,270018.08,6360975.1,0.03,185890.69,0.005,161278.64,2785861677.29,Chile,China,NA,-0.003,666,23,0.021,usa,United States,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Pastes and Waxes,063407,3407,NA,NA,NA,NA,NA,720973813.76,79456.9,1554411.86,0.037,56129.52,-0.004,-32368.9,720973813.76,Chile,China,NA,0.92,231,-59,0.024,usa,United States,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Gelatin,063503,3503,NA,NA,NA,NA,NA,1834928991.79,253947,1560915.59,0.017,26360.76,0.433,1302267.43,1834928991.79,Chile,China,NA,0.142,589,138,0.03,usa,United States,bra,Brazil,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Peptones,063504,3504,NA,NA,NA,NA,NA,2499401902.1,3777195.75,1887566.86,0.23,352456.55,0.281,1340673.49,2499401902.1,Chile,China,NA,0.818,276,110,0.329,deu,Germany,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Dextrins,063505,3505,NA,NA,NA,NA,NA,3389277191.34,260543.79,1978956.45,-0.414,-1399597.31,-0.062,-746121.81,3389277191.34,Chile,China,NA,0.825,273,-25,0.017,jpn,Japan,tha,Thailand,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Glues,063506,3506,1106.75,-0.293,-0.094,-457.63,-703.78,9943620145.98,26384957.51,10916082,0.126,1219463.5,0.155,5595642.37,9943620145.98,Chile,China,10917188.75,1.028,188,-22,0.577,chn,China,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Enzymes,063507,3507,NA,NA,NA,NA,NA,4977344533.31,2865878.03,451713.86,0.698,185617.03,0.294,327006.28,4977344533.31,Chile,China,NA,1.119,156,290,0.125,usa,United States,dnk,Denmark,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Prepared Explosives,063602,3602,NA,NA,NA,NA,NA,913142954.56,16296620.49,44698.95,NA,NA,NA,NA,913142954.56,Chile,China,NA,-0.617,877,59,3.882,mex,Mexico,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Detonating Fuses,063603,3603,NA,NA,NA,NA,NA,1576438950.41,32607478.03,809056.65,0.982,400875.24,0.461,687506.65,1576438950.41,Chile,China,NA,-0.465,837,-27,4.499,usa,United States,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Fireworks,063604,3604,NA,NA,NA,NA,NA,1256605366.73,NA,535762.85,0.095,46472.59,0.099,202088.12,1256605366.73,Chile,China,NA,-0.689,911,-126,NA,usa,United States,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Pyrophoric Alloys,063606,3606,NA,NA,NA,NA,NA,300736847.64,2786,56918.17,3.696,44797.83,-0.002,-538.11,300736847.64,Chile,China,NA,0.536,407,767,0.002,usa,United States,gbr,United Kingdom,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Photographic Plates,063701,3701,NA,NA,NA,NA,NA,4306352687.64,2173348.13,1072775.37,0.446,330648.29,0.133,497888.42,4306352687.64,Chile,China,NA,1.74,21,-1,0.11,deu,Germany,jpn,Japan,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Photographic Film,063702,3702,NA,NA,NA,NA,NA,1810617988.08,353254,465198.42,0.108,45450.42,0.076,142258.42,1810617988.08,Chile,China,NA,1.051,179,-171,0.042,chn,China,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Photographic Paper,063703,3703,NA,NA,NA,NA,NA,913421996.7,116835.72,541677.75,-0.11,-66858.87,-0.003,-8676.42,913421996.7,Chile,China,NA,1.293,105,265,0.028,chn,China,nld,Netherlands,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Undeveloped Exposed Photographic Material,063704,3704,NA,NA,NA,NA,NA,30530981.39,8348,69191.55,-0.677,-145087.53,0.139,33062.8,30530981.39,Chile,China,NA,0.793,286,214,0.059,usa,United States,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Photographic Chemicals,063707,3707,NA,NA,NA,NA,NA,6289505257.31,426421.13,5279549.76,-0.031,-170049.79,-0.055,-1743749.85,6289505257.31,Chile,China,NA,2.343,1,4,0.015,chn,China,jpn,Japan,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Artificial Graphite,063801,3801,NA,NA,NA,NA,NA,1794505645.68,70720,52777.22,-0.238,-16462.56,-0.33,-339382.01,1794505645.68,Chile,China,NA,0.997,202,-42,0.009,kor,South Korea,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Activated Carbon,063802,3802,82799.5,NA,NA,NA,NA,2294951528.59,11477391.32,512245.51,0.025,12615.75,0.046,103790.86,2294951528.59,Chile,China,595045.01,-0.919,981,-57,1.088,usa,United States,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Turpentine,063805,3805,NA,NA,NA,NA,NA,219309953.37,NA,143692.28,-0.08,-12559.56,1.275,141333.64,219309953.37,Chile,China,NA,-0.332,779,3,NA,ind,India,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Pesticides,063808,3808,266983.17,0.192,0.289,43063.62,191977.79,33107359518.3,66648804.53,11250507.87,0.229,2093889.23,0.11,4568453.94,33107359518.3,Chile,China,11517491.04,0.245,539,114,0.438,bra,Brazil,chn,China,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Dyeing Finishing Agents,063809,3809,NA,NA,NA,NA,NA,4221387562.77,535510.14,294169.43,0.114,30059.2,0.261,201726.15,4221387562.77,Chile,China,NA,0.488,437,19,0.028,chn,China,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Metal Pickling Preparations,063810,3810,NA,NA,NA,NA,NA,1562490437.25,794404.07,298269.12,-0.463,-256770.36,0.667,275076.34,1562490437.25,Chile,China,NA,1.711,26,-11,0.111,chn,China,jpn,Japan,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Antiknock,063811,3811,NA,NA,NA,NA,NA,12110672870.2,593213.22,153505.23,-0.246,-50012.07,0.164,81627.05,12110672870.2,Chile,China,NA,0.526,414,-227,0.011,chn,China,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Prepared Rubber Accelerators,063812,3812,1025609.52,-0.344,0.143,-536826.08,499737.13,4386067287.65,8327137.92,1515640.19,0.281,332850.27,0.071,437758.95,4386067287.65,Chile,China,2541249.71,1.067,174,91,0.413,usa,United States,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Fire Extinguishers Preparations,063813,3813,NA,NA,NA,NA,NA,250337631.97,26079.97,303183.39,-0.51,-315736.01,-0.079,-153406.58,250337631.97,Chile,China,NA,0.938,221,141,0.023,sau,Saudi Arabia,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Organic Composite Solvents,063814,3814,NA,NA,NA,NA,NA,1655688971,226473.27,239570.69,0.311,56779.29,0.295,173704.72,1655688971,Chile,China,NA,0.019,654,-8,0.03,chn,China,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Reaction and Catalytic Products,063815,3815,NA,NA,NA,NA,NA,15654182893.1,1116916.72,476178.01,0.386,132702.33,0.217,298054.24,15654182893.1,Chile,China,NA,0.637,363,-154,0.016,deu,Germany,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Refractory Cements,063816,3816,NA,NA,NA,NA,NA,2051311670.82,2803512.43,526282.45,0.127,59466.92,0.063,138337.13,2051311670.82,Chile,China,NA,0.95,217,-54,0.297,rus,Russia,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Hydraulic Brake Fluid,063819,3819,NA,NA,NA,NA,NA,803192591.82,312732.24,2588.6,-0.659,-4992.68,NA,NA,803192591.82,Chile,China,NA,0.366,485,-132,0.085,chn,China,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Antifreeze,063820,3820,NA,NA,NA,NA,NA,1151404912.64,1449155,17156.69,0.802,7637.37,0.428,14268.53,1151404912.64,Chile,China,NA,0.679,338,-10,0.274,deu,Germany,blx,Belgium-Luxembourg,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Micro-Organism Culture Preparations,063821,3821,NA,NA,NA,NA,NA,1692054911.13,22097.32,63031.04,8.452,56362.57,0.842,60059.17,1692054911.13,Chile,China,NA,1.544,53,-12,0.003,usa,United States,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Laboratory Reagents,063822,3822,NA,NA,NA,NA,NA,23550306741.3,2324963.97,3480742.65,0.091,291131.25,0.189,2018860.24,23550306741.3,Chile,China,NA,1.8,17,8,0.021,deu,Germany,usa,United States,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,"Industrial Fatty Acids, Oils and Alcohols",063823,3823,2563.33,-0.986,-0.577,-176572.32,-185660.76,42558511426.9,32970809.35,27465512.65,-0.182,-6123990,0.316,20514401.72,42558511426.9,Chile,China,27468075.979999997,1.35,92,163,0.169,chn,China,deu,Germany,Chemical Products,06,#e377c2,d3plus-1.9.8/icons/hs/hs_06.png
2015,chl,chn,Ethylene Polymers,073901,3901,NA,NA,NA,NA,NA,72654264375.2,3504641.42,1524726.09,0.012,18790.52,0.188,881326.72,72654264375.2,Chile,China,NA,0.241,542,80,0.01,chn,China,sau,Saudi Arabia,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Propylene Polymers,073902,3902,1913.94,NA,-0.269,NA,-7285.6,39551174653.9,54688473.92,102278.07,1.449,60510.81,-0.206,-221250.06,39551174653.9,Chile,China,104192.01000000001,0.303,507,81,0.301,chn,China,sau,Saudi Arabia,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Styrene Polymers,073903,3903,1554.86,-0.992,-0.616,-197122.25,-184213.42,19971798068.5,10406358.93,15120872.28,-0.077,-1257599.98,0.209,9256185.82,19971798068.5,Chile,China,15122427.139999999,1.064,175,9,0.113,chn,China,kor,South Korea,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Vinyl Chloride Polymers,073904,3904,NA,NA,NA,NA,NA,16855363607.1,580699.56,447418.75,0.438,136359.44,-0.042,-108421.25,16855363607.1,Chile,China,NA,0.744,308,66,0.007,ind,India,usa,United States,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Other Vinyl Polymers,073905,3905,NA,NA,NA,NA,NA,4755420254.69,380241.43,282049.22,-0.429,-211857.21,-0.145,-336496.9,4755420254.69,Chile,China,NA,0.759,301,68,0.017,chn,China,deu,Germany,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Acrylic Polymers,073906,3906,NA,NA,NA,NA,NA,14185301575.6,4865347.36,25006451.34,-0.032,-830313.01,0.305,18406001.92,14185301575.6,Chile,China,NA,1.544,54,18,0.075,chn,China,deu,Germany,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Polyacetals,073907,3907,898290.08,1.058,0.923,461899.95,864142.08,50641450635,9500082.17,72187885.58,0.02,1382959.17,0.555,64254346,50641450635,Chile,China,73086175.66,0.925,228,163,0.041,chn,China,usa,United States,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Polyamides,073908,3908,NA,NA,NA,NA,NA,13189510382.4,613313.48,602593.48,0.294,137054.32,0.18,338735.53,13189510382.4,Chile,China,NA,1.587,46,5,0.01,chn,China,deu,Germany,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Amino-resins,073909,3909,NA,NA,NA,NA,NA,13682471471.2,2068780.25,654252.85,-0.538,-761137.03,0.009,28814.42,13682471471.2,Chile,China,NA,1.176,137,24,0.033,chn,China,deu,Germany,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Silicone,073910,3910,NA,NA,NA,NA,NA,6332262555.86,206369.47,2291081.61,1.36,1320292.3,0.51,1999480.55,6332262555.86,Chile,China,NA,2.059,8,31,0.007,chn,China,deu,Germany,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Petroleum Resins,073911,3911,NA,NA,NA,NA,NA,6129049797.49,596758.97,543979.81,-0.123,-76490.01,0.186,312069.34,6129049797.49,Chile,China,NA,1.426,78,30,0.021,chn,China,usa,United States,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Cellulose,073912,3912,NA,NA,NA,NA,NA,5403988148.36,968418.39,1895602.76,0.544,667774.87,0.084,631566.65,5403988148.36,Chile,China,NA,1.254,116,220,0.039,chn,China,usa,United States,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Natural Polymers,073913,3913,42844.26,-0.78,-0.504,-151604.65,-1387775.29,2255936140.73,25663602.66,2689448.66,-0.059,-167242.15,0.024,295366.19,2255936140.73,Chile,China,2732292.92,0.607,379,-35,2.475,usa,United States,chn,China,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Polymer Ion-Exchangers,073914,3914,NA,NA,NA,NA,NA,1411922300.17,105160.85,527514.07,-0.272,-196869.96,0.084,174937.39,1411922300.17,Chile,China,NA,1.125,155,-48,0.016,usa,United States,chn,China,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Scrap Plastic,073915,3915,3886632.37,-0.088,0.04,-375106.89,686884.82,6283005568.47,6383580.92,NA,NA,NA,NA,NA,6283005568.47,Chile,China,NA,-0.879,975,-33,0.221,chn,China,usa,United States,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Monofilament,073916,3916,NA,NA,NA,NA,NA,4603803454.39,2660193.06,5130301.69,0.15,667631.46,0.215,3195930.35,4603803454.39,Chile,China,NA,0.226,550,-63,0.126,usa,United States,deu,Germany,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Plastic Pipes,073917,3917,2764.44,-0.971,-0.671,-91231.11,-711305.56,22014936160,38091960.96,12898372.69,-0.08,-1114935.18,0.153,6574405.72,22014936160,Chile,China,12901137.129999999,0.04,645,-55,0.376,usa,United States,deu,Germany,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Plastic Floor Coverings,073918,3918,NA,NA,NA,NA,NA,6319413836.82,303595.68,10180557.35,0.176,1522515.89,0.248,6822110.12,6319413836.82,Chile,China,NA,0.963,214,161,0.01,usa,United States,chn,China,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Self-adhesive Plastics,073919,3919,39379.34,0.558,0.425,14101.92,32670.57,19246953779.5,28932588.16,28170635.83,-0.02,-579829.08,0.134,13120738.04,19246953779.5,Chile,China,28210015.169999998,1.015,197,-56,0.327,chn,China,usa,United States,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Raw Plastic Sheeting,073920,3920,37658.41,-0.378,-0.458,-22884.48,-769980.59,51659582831.1,103065331.21,29812482.77,0.124,3300683.09,0.132,13773612.19,51659582831.1,Chile,China,29850141.18,0.403,467,-18,0.434,chn,China,deu,Germany,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Other Plastic Sheetings,073921,3921,17797.8,2.996,0.456,13343.8,15078.8,23568359674.6,22428539.51,12806538.59,-0.145,-2174929.04,0.165,6848996.87,23568359674.6,Chile,China,12824336.39,0.515,416,6,0.207,usa,United States,deu,Germany,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Plastic Wash Basins,073922,3922,NA,NA,NA,NA,NA,3594937417.79,331094.08,4978731.06,0.108,485584.57,0.079,1570431.5,3594937417.79,Chile,China,NA,0.191,567,-87,0.02,deu,Germany,chn,China,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Plastic Lids,073923,3923,39554.71,23.038,-0.21,37909.22,-89008.4,47787479296.5,84770560.02,75339165.15,-0.037,-2871990.28,0.139,35967650.29,47787479296.5,Chile,China,75378719.86,-0.383,797,34,0.386,usa,United States,chn,China,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Plastic Housewares,073924,3924,NA,NA,NA,NA,NA,17154971804.3,6128916.94,66121479.72,0.075,4602117.87,0.112,27299631.14,17154971804.3,Chile,China,NA,-1.022,1007,-87,0.078,usa,United States,chn,China,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Plastic Building Materials,073925,3925,NA,NA,NA,NA,NA,9191939087.13,7012857.8,10027850.21,-0.014,-138123.26,0.132,4626274.79,9191939087.13,Chile,China,NA,0.186,568,-64,0.166,usa,United States,chn,China,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
2015,chl,chn,Other Plastic Products,073926,3926,488848.4,1.115,0.44,257764.62,409818.77,67171736942.8,60848120.32,129388090.95,-0.01,-1323484.55,0.054,30110935.92,67171736942.8,Chile,China,129876939.35000001,0.642,361,-41,0.197,usa,United States,chn,China,Plastics and Rubbers,07,#f7b6d2,d3plus-1.9.8/icons/hs/hs_07.png
